title,release_date_clean,critic_score_scaled,audience_score_scaled
The Final Wish,2019-01-24,6.7,2.3
The Kid Who Would Be King,2019-01-25,9.0,5.5
Serenity,2005-09-30,8.2,9.1
The Vast of Night,2020-05-15,9.2,6.6
Velvet Buzzsaw,2019-02-01,6.1,3.6
The LEGO Movie 2: The Second Part,2019-02-08,8.4,6.8
Cold Pursuit,2019-02-08,6.8,4.9
Happy Death Day 2U,2019-02-13,7.1,6.0
Alita: Battle Angel,2019-02-14,6.1,9.1
How to Train Your Dragon: The Hidden World,2019-02-22,9.0,8.7
Fighting With My Family,2019-02-22,9.3,8.6
Tyler Perry's A Madea Family Funeral,2019-03-01,1.1,3.1
Triple Frontier,2019-03-06,7.0,5.8
Captain Marvel,2019-03-08,7.9,4.5
Gloria Bell,2019-03-22,9.0,4.7
Disney's The Kid,2000-07-07,4.9,4.9
Wonder Park,2019-03-15,3.4,4.3
Captive State,2019-03-15,4.2,3.9
Aftermath,2013-11-01,8.2,8.0
Five Feet Apart,2019-03-15,5.3,7.9
The Highwaymen,2019-03-29,5.9,7.6
Highwaymen,2004-02-13,1.3,3.7
Never Grow Old,2019-03-15,9.0,6.2
Hotel Mumbai,2019-03-29,7.6,8.8
Dragged Across Concrete,2019-03-22,7.6,6.7
The Beach Bum,2019-03-29,5.8,4.2
Unplanned,2019-03-29,4.2,9.4
Shazam!,2019-04-05,9.0,8.2
Pet Sematary,1989-04-21,5.6,6.0
The Haunting of Sharon Tate,2019-04-05,1.8,2.8
Hellboy,2004-03-30,8.1,6.6
Her Smell,2019-04-12,8.4,4.4
Penguins,2019-04-17,9.2,8.0
Under the Silver Lake,2019-04-19,5.8,5.9
Fast Color,2019-04-19,8.2,5.8
Avengers: Endgame,2019-04-26,9.4,9.0
I Trapped the Devil,2019-04-26,7.3,4.3
Body at Brighton Rock,2019-04-26,6.4,1.7
Buffaloed,2020-02-14,8.0,6.0
UglyDolls,2019-05-03,2.9,5.4
Tolkien,2019-05-10,5.1,7.1
Poms,2019-05-10,3.6,7.3
The Professor and the Madman,2019-05-10,3.9,7.9
John Wick: Chapter 3 -- Parabellum,2019-05-17,8.9,8.6
A Dog's Journey,2019-05-17,5.2,9.1
The Sun Is Also a Star,2019-05-17,5.2,6.0
The Souvenir,2019-05-17,9.0,3.6
Aladdin,2019-05-24,5.7,9.4
Brightburn,2019-05-24,5.7,6.7
Booksmart,2019-05-24,9.6,7.7
Ma,2017-01-13,9.2,5.0
Dark Phoenix,2019-06-07,2.2,6.4
The Secret Life of Pets 2,2019-06-07,6.0,9.0
The Last Black Man in San Francisco,2019-06-07,9.3,8.4
Changeland,2019-06-07,5.0,6.3
Men in Black: International,2019-06-14,2.3,6.6
Shaft,2019-06-14,3.4,9.4
Toy Story 4,2019-06-21,9.7,9.4
Child's Play,1988-11-09,7.4,6.5
Annabelle Comes Home,2019-06-26,6.4,7.0
Killers Anonymous,2019-06-28,0.0,1.7
Midsommar,2019-07-03,8.3,6.3
Stuber,2019-07-12,4.2,7.9
Point Blank,2011-07-29,9.1,7.7
Farewell,2010-07-23,8.6,7.5
Darlin',2019-07-12,6.8,4.5
The Lion King,1994-06-24,9.2,9.3
The Lion King,1994-06-24,9.2,9.3
Once Upon a Time... In Hollywood,2019-07-26,8.6,7.0
Skin,2019-07-26,7.7,8.2
Fast & Furious Presents: Hobbs & Shaw,2019-08-02,6.7,8.8
A Score to Settle,2019-08-02,1.5,1.8
Dora and the Lost City of Gold,2019-08-09,8.5,8.8
The Kitchen,2019-08-09,2.4,6.9
The Art of Racing in the Rain,2019-08-09,4.5,9.6
Scary Stories to Tell in the Dark,2019-08-09,7.8,7.2
The Peanut Butter Falcon,2019-08-23,9.5,9.6
Light of My Life,2019-08-09,8.2,7.2
The Angry Birds Movie 2,2019-08-13,7.2,8.4
Blinded by the Light,2019-08-16,8.9,9.1
"Where'd You Go, Bernadette",2019-08-16,5.1,7.4
47 Meters Down: Uncaged,2019-08-16,4.4,6.8
Angel Has Fallen,2019-08-23,3.8,9.3
Brittany Runs a Marathon,2019-09-13,8.8,8.7
Overcomer,2019-08-23,5.6,9.8
Jacob's Ladder,1990-11-02,7.2,8.4
Official Secrets,2019-08-30,8.2,8.9
It: Chapter Two,2019-09-06,6.2,7.8
Strange but True,2019-09-06,5.2,8.3
The Obituary of Tunde Johnson,2021-02-26,9.5,5.7
The Goldfinch,2019-09-13,2.5,7.2
Monos,2019-09-13,9.3,8.5
Ad Astra,2019-09-20,8.3,4.0
Downton Abbey,2019-09-20,8.4,9.4
Rambo: Last Blood,2019-09-20,2.6,8.1
Abominable,2019-09-27,8.2,9.5
The Laundromat,2019-09-27,4.1,4.0
10 Minutes Gone,2019-09-27,0.0,1.6
Lucy in the Sky,2019-10-04,2.1,3.1
Dolemite Is My Name,2019-10-04,9.7,9.1
Wrinkles the Clown,2019-10-04,7.1,3.8
Little Monsters,1989-08-25,4.4,6.2
The Addams Family,2019-10-11,4.5,6.9
The Addams Family,1991-11-22,6.7,6.6
The King,2018-06-22,7.7,5.3
Jexi,2019-10-11,2.1,7.1
El Camino: A Breaking Bad Movie,2019-10-11,9.1,8.1
Maleficent: Mistress of Evil,2019-10-18,3.9,9.5
Zombieland: Double Tap,2019-10-18,6.8,8.8
Jojo Rabbit,2019-11-08,8.0,9.4
The Kill Team,2014-07-25,9.1,7.3
The Gallows Act II,2019-10-25,0.0,2.9
Terminator: Dark Fate,2019-11-01,7.0,8.2
Motherless Brooklyn,2019-11-01,6.4,8.0
The Irishman,2019-11-01,9.5,8.6
Harriet,2019-11-01,7.4,9.7
Arctic Dogs,2019-11-01,1.2,6.0
Doctor Sleep,2019-11-08,7.8,8.9
Snow Days,2001-06-08,5.3,6.3
Midway,1976-06-18,4.1,7.1
Klaus,2019-11-08,9.5,9.6
Honey Boy,2019-11-08,9.5,9.2
Noëlle,2007-12-07,5.7,5.5
Ford v Ferrari,2019-11-15,9.2,9.8
Charlie's Angels,2000-11-03,6.8,4.5
The Good Liar,2019-11-15,6.4,8.5
Frozen II,2019-11-22,7.7,9.2
A Beautiful Day in the Neighborhood,2019-11-22,9.5,9.2
21 Bridges,2019-11-22,5.4,9.1
Knives Out,2019-11-27,9.7,9.2
Queen & Slim,2019-11-27,8.2,9.2
The Two Popes,2019-11-27,8.9,8.8
Playmobil: The Movie,2019-12-06,1.7,6.2
The Aeronauts,2019-12-06,7.2,9.5
A Million Little Pieces,2019-12-06,2.7,5.1
Daniel Isn't Real,2019-12-06,8.4,5.7
Trauma Center,2019-12-06,2.0,5.5
Jumanji: The Next Level,2019-12-13,7.2,8.7
Richard Jewell,2019-12-13,7.7,9.6
Black Christmas,2006-12-25,1.4,3.8
Uncut Gems,2019-12-25,9.1,5.2
Seberg,2019-12-13,3.5,5.1
Star Wars: The Rise of Skywalker,2019-12-20,5.1,8.6
Spies in Disguise,2019-12-25,7.7,9.2
Just Mercy,2020-01-10,8.5,9.9
Bad Boys for Life,2020-01-17,7.5,9.6
Dolittle,2020-01-17,1.5,7.6
Onward,2020-03-06,8.8,9.5
The Croods: A New Age,2020-11-25,7.7,9.4
Tenet,2020-09-03,6.9,7.6
Wonder Woman 1984,2020-12-25,5.7,7.3
The Grudge,2004-10-22,4.1,4.6
The Grudge,2004-10-22,4.1,4.6
Like a Boss,2020-01-10,2.2,6.5
Three Christs,2020-01-10,4.3,6.7
Inherit the Viper,2020-01-10,4.5,4.1
The Murder of Nicole Brown Simpson,2020-01-10,0.0,0.5
Bad Boys for Life,2020-01-17,7.5,9.6
Dolittle,2020-01-17,1.5,7.6
The Gentlemen,2020-01-24,7.5,8.4
The Last Full Measure,2020-01-24,6.1,9.6
The Rhythm Section,2020-01-31,2.9,4.4
The Rhythm Section,2020-01-31,2.9,4.4
Gretel & Hansel,2020-01-31,6.2,2.3
The Lodge,2020-02-07,7.5,5.1
Spy Intervention,2020-02-14,3.3,4.8
The Last Thing He Wanted,2020-02-21,0.5,1.4
Brahms: The Boy II,2020-02-21,1.1,4.4
Impractical Jokers: The Movie,2020-02-28,3.5,7.6
Wendy,2020-02-28,4.2,7.5
Guns Akimbo,2020-02-28,5.2,4.0
Onward,2020-03-06,8.8,9.5
The Way Back,2011-01-21,7.4,7.2
The Burnt Orange Heresy,2020-03-06,6.6,8.1
Swallow,2020-03-06,8.8,7.1
First Cow,2020-03-06,9.6,6.5
I Still Believe,2020-03-13,4.9,9.8
The Roads Not Taken,2020-03-13,4.3,2.8
Never Rarely Sometimes Always,2020-03-13,9.9,5.5
Big Time Adolescence,2020-03-13,8.5,8.2
Lost Transmissions,2020-03-13,5.4,3.9
Trolls World Tour,2020-04-10,7.2,5.8
Bad Education,2004-03-19,8.8,8.6
Valley Girl,1983-04-08,8.4,7.1
Blood and Money,2020-05-15,3.9,3.5
The Wanting Mare,2021-02-05,8.1,3.5
Mighty Oak,2020-06-05,5.2,7.8
My Spy,2020-06-26,4.8,3.9
Relic,2020-07-10,9.2,5.1
The Silencing,2020-08-14,2.0,9.0
She Dies Tomorrow,2020-07-31,8.4,2.4
The Tax Collector,2020-08-07,1.8,7.2
Boys State,2020-07-31,9.5,9.1
Tesla,2020-08-21,5.8,4.3
Cut Throat City,2020-08-21,7.0,3.9
Words on Bathroom Walls,2020-08-21,8.9,9.4
Bill & Ted Face the Music,2020-08-28,8.2,6.5
The New Mutants,2020-08-28,3.6,5.6
The Personal History of David Copperfield,2020-08-28,9.2,5.4
Rogue,2008-04-25,8.4,5.4
Centigrade,2020-08-28,4.1,2.2
Tenet,2020-09-03,6.9,7.6
Mulan,1998-06-19,8.6,8.5
Critical Thinking,2020-09-04,9.4,9.1
The Owners,2020-09-04,6.2,3.0
The Broken Hearts Gallery,2020-09-11,8.0,8.8
The Secrets We Keep,2020-09-16,6.3,4.3
Lost Girls & Love Hotels,2020-09-18,5.0,3.4
The Trial of the Chicago 7,2020-10-16,8.9,9.0
Kajillionaire,2020-09-25,9.0,4.7
The Last Shift,2020-09-25,6.4,3.7
On the Rocks,2020-10-02,8.7,5.0
Spontaneous,2020-10-02,9.6,6.8
Death of Me,2020-10-02,3.1,2.3
The Lie,2011-11-18,7.4,4.8
The War With Grandpa,2020-10-09,2.9,8.5
A Rainy Day in New York,2020-10-09,4.7,5.6
Yellow Rose,2020-10-09,8.7,7.6
Love and Monsters,2020-10-16,9.4,8.9
Honest Thief,2020-10-16,4.1,8.7
The Devil Has a Name,2020-10-16,3.5,3.8
The Kid Detective,2020-10-16,8.5,7.7
2 Hearts,2020-10-16,1.7,8.7
The Opening Act,2020-10-16,8.1,8.3
The Witches,1990-02-16,9.4,7.0
After We Collided,2020-10-23,1.2,9.3
The Empty Man,2020-10-23,7.6,6.1
Synchronic,2020-10-23,7.9,7.6
Friendsgiving,2020-10-23,1.9,2.2
Come Play,2020-10-30,5.6,6.7
Jungleland,2020-11-06,7.4,4.7
Let Him Go,2020-11-06,8.5,7.6
The Dark and the Wicked,2020-11-06,9.1,6.3
Hillbilly Elegy,2020-11-11,2.5,8.1
Mank,2020-11-13,8.3,6.3
Freaky,2020-11-13,8.3,8.0
Jingle Jangle: A Christmas Journey,2020-11-13,9.0,6.9
Fatman,2020-11-13,4.4,8.4
Chick Fight,2020-11-13,3.7,2.0
Sound of Metal,2020-11-20,9.7,9.0
Jiu Jitsu,2020-11-20,2.7,6.3
Buddy Games,2020-11-20,1.6,6.7
The Croods: A New Age,2020-11-25,7.7,9.4
Ma Rainey's Black Bottom,2020-11-25,9.7,7.2
The Christmas Chronicles 2,2020-11-25,6.4,4.4
Wander,2020-12-04,3.3,3.1
Black Bear,2020-12-04,8.9,6.5
The Midnight Sky,2020-12-11,4.9,2.6
Wild Mountain Thyme,2020-12-11,2.6,5.3
Wander Darkly,2020-12-11,7.5,7.0
I'm Your Woman,2020-12-04,8.1,4.9
Archenemy,2020-12-11,7.5,4.7
Farewell Amor,2020-12-11,9.7,7.1
Monster Hunter,2020-12-18,4.4,7.0
Fatale,2020-12-18,4.5,8.8
Skylines,2020-12-18,5.4,2.0
Hunter Hunter,2020-12-18,9.4,6.4
Breach,2007-02-16,8.4,6.7
Wonder Woman 1984,2020-12-25,5.7,7.3
News of the World,2020-12-25,8.8,8.9
One Night in Miami,2020-12-25,9.8,7.8
Promising Young Woman,2020-12-25,9.0,8.7
Pieces of a Woman,2020-12-30,7.6,8.4
Venom: Let There Be Carnage,2021-10-01,5.7,8.4
F9 The Fast Saga,2021-06-25,5.9,8.2
Eternals,2021-11-05,4.7,7.7
A Quiet Place Part II,2021-05-28,9.1,9.2
Ghostbusters: Afterlife,2021-11-19,6.3,9.4
DIG!,2004-10-01,8.9,9.0
Don't Tell a Soul,2021-01-15,7.3,5.7
Our Friend,2021-01-22,8.6,9.5
No Man's Land,2001-12-21,9.3,9.2
Wrong Turn,2003-05-30,4.1,5.4
Nomadland,2021-02-19,9.3,8.2
Malcolm & Marie,2021-01-29,5.7,6.7
Son of the South,2021-02-05,6.1,9.0
PVT Chat,2021-02-05,6.7,4.5
Judas and the Black Messiah,2021-02-12,9.6,9.5
The Mauritanian,2021-02-12,7.5,8.4
Breaking News in Yuba County,2021-02-12,1.1,4.5
Minari,2021-02-12,9.8,8.7
The World to Come,2021-02-12,7.4,6.3
Willy's Wonderland,2021-02-12,6.1,6.7
Fear of Rain,2021-02-12,4.7,6.0
Silk Road,2021-02-19,5.2,3.9
Tom & Jerry,2021-02-26,3.0,8.2
Billie Eilish: The World's a Little Blurry,2021-02-26,9.6,9.5
Raya and the Last Dragon,2021-03-05,9.3,9.7
Chaos Walking,2021-03-05,2.1,7.1
Cosmic Sin,2021-03-12,0.6,5.4
The Courier,2021-03-19,8.5,9.5
City of Lies,2021-03-19,5.1,8.3
Happily,2021-03-19,6.9,2.5
Senior Moment,2021-03-26,2.1,7.6
Godzilla vs. Kong,2021-03-31,7.6,9.1
Every Breath You Take,2021-04-02,2.0,8.9
Shiva Baby,2021-04-02,9.6,7.8
The Girl Who Believes in Miracles,2021-04-02,4.0,9.3
The Believer,2002-05-17,8.2,8.2
The Believer,2002-05-17,8.2,8.2
Voyagers,2021-04-09,2.5,5.5
In The Earth,2021-04-16,8.0,2.4
Vanquish,2021-04-16,0.5,5.6
Together Together,2021-04-23,9.1,7.7
We Broke Up,2021-04-16,5.9,5.0
The Mitchells vs. the Machines,2021-04-23,9.7,8.9
The Virtuoso,2021-04-30,1.8,2.7
Four Good Days,2021-04-30,5.5,8.1
Wrath of Man,2021-05-07,6.7,9.0
Monster,2004-01-30,8.2,8.1
The Paper Tigers,2021-05-07,9.8,9.3
Mainstream,2021-05-07,3.6,4.1
The Water Man,2021-05-07,7.7,6.9
Benny Loves You,2021-05-07,8.0,6.1
Oxygen,1999-11-12,7.7,5.5
Those Who Wish Me Dead,2021-05-14,6.3,8.6
Georgetown,2021-05-14,6.2,5.8
Finding You,2021-05-14,5.1,9.1
The Killing of Two Lovers,2021-05-14,9.3,6.8
Dream Horse,2021-05-21,8.8,9.7
Blast Beat,2021-05-21,6.1,7.5
A Quiet Place Part II,2021-05-28,9.1,9.2
Cruella,2021-05-28,7.5,9.7
Changing the Game,2012-05-11,8.3,7.8
Spirit Untamed,2021-06-04,4.7,9.5
The Conjuring: The Devil Made Me Do It,2021-06-04,5.5,8.3
Gully,2021-06-04,2.5,8.0
Under the Stadium Lights,2021-06-04,1.1,4.7
Awake,2007-11-30,2.3,5.5
Peter Rabbit 2: The Runaway,2021-06-10,6.7,8.9
The Misfits,2021-06-11,1.7,4.6
12 Mighty Orphans,2021-06-11,6.3,9.4
The House Next Door: Meet the Blacks 2,2021-06-11,1.7,5.0
Queen Bees,2021-06-11,5.3,8.9
Domino: Battle of the Bones,2021-06-11,5.7,7.0
The Birthday Cake,2021-06-18,2.2,9.0
Rita Moreno: Just a Girl Who Decided to Go For It,2021-06-18,9.6,9.3
The Sparks Brothers,2021-06-18,9.5,9.8
Truman & Tennessee: An Intimate Conversation,2021-06-18,9.1,10.0
A Crime on the Bayou,2021-06-18,10.0,8.8
F9 The Fast Saga,2021-06-25,5.9,8.2
Werewolves Within,2021-06-25,8.6,8.0
I Carry You With Me,2021-06-25,9.7,8.4
Zola,2021-06-30,8.8,6.8
The Boss Baby: Family Business,2021-07-02,4.6,8.9
The Forever Purge,2021-07-02,4.9,7.8
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-07-02,9.9,9.8
Gunpowder Milkshake,2021-07-14,6.0,4.8
Space Jam: A New Legacy,2021-07-16,2.5,7.9
Escape Room: Tournament of Champions,2021-07-16,5.1,7.5
Die in a Gunfight,2021-07-16,1.6,6.2
Out of Death,2021-07-16,0.0,4.3
Roadrunner: A Film About Anthony Bourdain,2021-07-16,9.1,9.4
Snake Eyes,1998-07-30,4.3,3.5
Old,2021-07-23,5.0,5.3
Joe Bell,2021-07-23,4.0,7.3
Midnight in the Switchgrass,2021-07-23,0.8,2.0
Broken Diamonds,2021-07-23,5.6,7.7
Val,2021-07-23,9.3,8.8
Ailey,2021-07-23,9.0,8.8
Jungle Cruise,2021-07-30,6.2,9.2
The Green Knight,2021-07-30,8.9,5.0
Nine Days,2021-07-30,9.0,7.2
Ride the Eagle,2021-07-30,8.4,6.7
The Evening Hour,2021-07-13,7.1,6.0
Lorelei,2021-07-30,9.0,6.5
Enemies of the State,2021-07-30,7.8,2.9
The Suicide Squad,2021-08-06,9.0,8.2
Naked Singularity,2021-08-06,2.8,2.9
John and the Hole,2021-08-06,6.0,2.7
Playing God,1997-10-17,1.6,3.3
Free Guy,2021-08-13,8.0,9.4
Don't Breathe 2,2021-08-13,4.3,8.5
Not Going Quietly,2021-08-13,10.0,9.1
The Night House,2021-08-20,8.8,6.9
Habit,1997-11-14,7.5,6.2
Annette,2021-08-06,7.1,7.6
Candyman,1992-10-16,7.9,6.3
No Man of God,2021-08-27,8.0,6.2
RUSHED,2021-08-27,9.0,8.8
Worth,2021-09-03,8.1,7.6
The Gateway,2021-09-03,5.1,4.0
Wild Indian,2021-09-03,9.0,5.8
We Need to Do Something,2021-09-03,5.5,2.4
Kate,2021-09-10,4.6,5.1
Queenpins,2021-09-10,4.8,8.2
The Card Counter,2021-09-10,8.7,4.2
Language Lessons,2021-09-10,9.6,8.3
Dating & New York,2021-09-10,4.3,6.2
Bad Candy,2021-09-10,5.0,2.8
The Starling,2021-09-17,1.9,7.1
The Eyes of Tammy Faye,2000-01-25,8.7,7.2
The Eyes of Tammy Faye,2000-01-25,8.7,7.2
Cry Macho,2021-09-17,5.7,6.4
Copshop,2021-09-17,8.2,7.4
Prisoners of the Ghostland,2021-09-17,6.1,5.1
Best Sellers,2021-09-17,5.3,5.2
Lady of the Manor,2021-09-17,2.5,3.9
The Nowhere Inn,2021-09-17,6.8,7.5
My Name Is Pauli Murray,2021-09-17,9.4,8.0
The Killing of Kenneth Chamberlain,2021-09-17,9.7,8.5
Dear Evan Hansen,2021-09-24,2.9,8.8
Venom: Let There Be Carnage,2021-10-01,5.7,8.4
The Many Saints of Newark,2021-10-01,7.1,5.9
The Addams Family 2,2021-10-01,2.8,6.9
Old Henry,2021-10-01,9.5,9.2
The Jesus Music,2021-10-01,6.3,9.7
Survive the Game,2021-10-08,1.4,6.9
Halloween Kills,2021-10-15,3.9,6.6
Needle in a Timestack,2021-10-15,3.8,5.0
Hard Luck Love Song,2021-10-15,3.7,8.9
"Introducing, Selma Blair",2021-10-15,10.0,7.1
Ron's Gone Wrong,2021-10-22,8.1,9.4
The French Dispatch,2021-10-29,7.5,7.6
The Harder They Fall,2021-10-22,8.8,9.3
The Electrical Life of Louis Wain,2021-10-22,6.9,7.1
Antlers,2021-10-29,5.9,6.7
A Mouthful of Air,2021-10-29,6.8,8.0
The Souvenir Part II,2021-10-29,9.0,8.6
The Spine of Night,2021-10-29,8.0,6.2
Heart of Champions,2021-10-29,2.9,7.5
Eternals,2021-11-05,4.7,7.7
Red Notice,2021-11-05,3.6,9.2
Dangerous,2021-11-05,2.9,6.8
Clifford the Big Red Dog,2021-11-10,5.8,9.4
"Tick, Tick... Boom!",2021-11-12,8.7,9.6
The Power of the Dog,2021-11-17,9.4,7.6
Bruised,2021-11-17,5.0,5.6
Ghostbusters: Afterlife,2021-11-19,6.3,9.4
King Richard,2021-11-19,9.0,9.8
C'mon C'mon,2021-11-19,9.4,7.8
Zeros and Ones,2021-11-19,5.4,0.9
House of Gucci,2021-11-24,6.2,8.3
The Unforgivable,2021-11-24,3.9,7.5
Resident Evil: Welcome to Raccoon City,2021-11-24,3.0,6.5
The Humans,2021-11-24,9.2,4.5
Licorice Pizza,2021-12-25,9.0,6.6
Diary of a Wimpy Kid,2010-03-19,5.4,4.9
National Champions,2021-12-10,6.6,7.9
Being the Ricardos,2021-12-10,6.8,7.5
Red Rocket,2021-12-03,9.0,7.5
The Hating Game,2021-12-10,6.9,7.7
The Lost Daughter,2021-12-31,9.4,5.6
The Tender Bar,2021-12-22,5.1,7.0
The Matrix Resurrections,2021-12-22,6.3,6.3
The King's Man,2021-12-22,4.1,8.0
A Journal for Jordan,2021-12-25,3.9,9.5
American Underdog,2021-12-25,7.6,9.8
Top Gun: Maverick,2022-05-27,9.6,9.9
Avatar: The Way of Water,2022-12-16,7.6,9.2
Black Panther: Wakanda Forever,2022-11-11,8.4,9.4
Doctor Strange in the Multiverse of Madness,2022-05-06,7.4,8.5
Jurassic World Dominion,2022-06-10,2.9,7.7
Minions: The Rise of Gru,2022-07-01,7.0,8.9
The Batman,2022-03-04,8.5,8.7
Thor: Love and Thunder,2022-07-08,6.3,7.6
Sonic the Hedgehog 2,2022-04-08,6.8,9.6
Puss in Boots: The Last Wish,2022-12-21,9.5,9.4
The 355,2022-01-07,2.4,8.6
The 355,2022-01-07,2.4,8.6
The Legend of La Llorona,2022-01-07,0.7,2.8
American Siege,2022-01-07,0.8,9.1
Scream,2022-01-14,7.6,8.2
Redeeming Love,2022-01-21,1.1,9.5
The Tiger Rising,2022-01-21,1.8,7.3
Jackass Forever,2022-02-04,8.5,9.1
Moonfall,2022-02-04,3.5,7.0
Last Looks,2022-02-04,6.7,7.0
Shut In,2016-11-11,0.4,2.3
Death on the Nile,1978-09-29,8.0,7.9
The Sky is Everywhere,2022-02-11,6.5,6.0
The Texas Chainsaw Massacre,2003-10-17,3.7,5.8
Cyrano,2022-02-25,8.5,8.6
I'll Find You,2022-02-25,7.3,8.3
Gasoline Alley,2022-02-25,3.1,8.6
The Batman,2022-03-04,8.5,8.7
After Yang,2022-03-04,8.9,6.9
Tyson's Run,2022-03-11,6.7,8.6
The Outfit,1974-05-27,8.0,7.3
Cheaper by the Dozen,2003-12-25,2.4,5.6
Umma,2022-03-18,3.1,5.1
Measure of Revenge,2022-03-18,1.2,5.0
The Lost City,2022-03-25,7.9,8.3
Infinite Storm,2022-03-25,5.6,5.5
Morbius,2022-04-01,1.5,7.1
Sonic the Hedgehog 2,2022-04-08,6.8,9.6
Ambulance,2022-04-08,6.8,8.8
All the Old Knives,2022-04-08,6.4,4.5
Father Stu,2022-04-13,4.3,9.5
Fantastic Beasts: The Secrets of Dumbledore,2022-04-15,4.6,8.3
The Northman,2022-04-22,9.0,6.4
The Unbearable Weight of Massive Talent,2022-04-22,8.7,8.7
Crush,2002-04-05,3.6,5.7
Fortress: Sniper's Eye,2022-04-29,0.0,5.8
Doctor Strange in the Multiverse of Madness,2022-05-06,7.4,8.5
Marmaduke,2010-06-04,0.9,4.2
Escape The Field,2022-05-06,1.8,6.9
Operation Mincemeat,2022-05-06,8.3,6.6
On the Count of Three,2022-05-13,8.5,8.0
Family Camp,2022-05-13,4.0,8.4
Montana Story,2022-05-13,8.6,6.9
Downton Abbey: A New Era,2022-05-20,8.7,9.7
Good Mourning,2022-05-20,0.0,5.7
The Valet,2007-04-20,7.1,6.8
The Valet,2007-04-20,7.1,6.8
Top Gun: Maverick,2022-05-27,9.6,9.9
The Bob's Burgers Movie,2022-05-27,8.7,8.9
Zero Contact,2022-05-27,1.0,0.9
A Chiara,2022-05-27,9.1,5.6
Benediction,2022-06-03,9.2,6.5
The Watcher,2000-09-08,1.1,2.8
DASHCAM,2022-06-03,4.7,3.6
Jurassic World Dominion,2022-06-10,2.9,7.7
Lightyear,2022-06-17,7.4,8.4
Cha Cha Real Smooth,2022-06-17,8.5,6.1
Elvis,2022-06-24,7.7,9.4
The Black Phone,2022-06-24,8.2,8.8
The Sea Beast,2022-06-24,9.4,8.4
Marcel the Shell with Shoes On,2022-07-22,9.8,9.0
Rise,2023-06-02,10.0,8.7
Minions: The Rise of Gru,2022-07-01,7.0,8.9
The Forgiven,2022-07-01,6.8,5.7
Mr. Malcolm's List,2022-07-01,8.3,8.2
Hot Seat,2022-07-01,1.6,1.5
Thor: Love and Thunder,2022-07-08,6.3,7.6
Where the Crawdads Sing,2022-07-15,3.5,9.6
Paws of Fury: The Legend of Hank,2022-07-15,5.4,6.7
Wrong Place,2022-07-15,0.0,5.3
Nope,2022-07-22,8.3,6.9
Thirteen Lives,2022-07-29,8.5,9.4
Sharp Stick,2022-07-29,4.9,3.7
Paradise Highway,2022-07-29,1.4,6.7
A Love Song,2022-07-29,9.5,6.8
Luck,2003-08-29,4.3,3.8
Bodies Bodies Bodies,2022-08-12,8.6,6.9
Mack & Rita,2022-08-12,2.3,4.8
Fall,2022-08-12,7.9,7.9
Emily the Criminal,2022-08-12,9.4,7.9
Summering,2022-08-12,3.3,4.0
Beast,2018-05-11,9.2,7.3
Orphan: First Kill,2022-08-19,7.1,7.7
Spin Me Round,2022-08-19,4.7,3.3
Delia's Gone,2022-08-19,3.1,8.3
Three Thousand Years of Longing,2022-08-26,7.1,7.3
The Invitation,2016-04-08,9.0,6.9
Breaking,2022-08-26,8.2,8.4
Funny Pages,2022-08-26,8.2,4.9
Honk for Jesus. Save Your Soul.,2022-09-02,7.2,2.6
Gigi & Nate,2022-09-02,1.9,9.5
After Ever Happy,2022-09-07,0.0,9.2
Pinocchio,2002-12-25,0.0,3.3
Lifemark,2022-09-09,8.3,9.6
Clerks III,2022-09-13,6.2,9.3
The Woman King,2022-09-16,9.4,9.9
See How They Run,2022-09-16,7.5,6.9
Blonde,2022-09-16,4.2,3.6
"Confess, Fletch",2022-09-16,8.6,7.5
Moonage Daydream,2022-09-23,9.2,7.5
Goodnight Mommy,2015-09-11,8.5,6.6
Jeepers Creepers: Reborn,2022-09-19,0.0,0.8
Don't Worry Darling,2022-09-23,3.8,7.4
Catherine Called Birdy,2022-09-23,8.8,6.5
Section 8,2022-09-23,3.1,3.6
A Jazzman's Blues,2022-09-16,6.5,8.5
Bros,2022-09-30,8.9,9.0
The Greatest Beer Run Ever,2022-09-30,4.3,9.1
Hellraiser,1987-09-18,7.0,7.3
Halloween Ends,2022-10-14,4.0,5.7
Till,2022-10-28,9.6,9.7
Raymond & Ray,2022-10-14,4.8,5.5
Bitch Ass,2022-10-14,6.8,6.8
The Good Nurse,2022-10-19,7.5,7.6
Black Adam,2022-10-21,3.9,8.8
Wendell & Wild,2022-10-21,8.1,6.4
The Banshees of Inisherin,2022-11-04,9.6,7.5
My Policeman,2022-10-21,4.5,9.6
Aftersun,2022-10-21,9.6,8.1
Detective Knight: Rogue,2022-10-21,6.0,7.9
The Return of Tanya Tucker: Featuring Brandi Carlile,2022-10-21,9.2,9.4
Armageddon Time,2022-11-04,7.6,4.8
Call Jane,2022-10-28,8.2,8.7
Causeway,2022-11-04,8.5,7.3
Prey for the Devil,2022-10-28,1.7,6.9
Wonder,2017-11-17,8.6,8.8
The Independent,2001-11-30,6.0,4.9
The Independent,2001-11-30,6.0,4.9
Enola Holmes 2,2022-10-28,9.3,7.9
Weird: The Al Yankovic Story,2022-11-01,8.4,8.0
The Minute You Wake Up Dead,2022-11-04,0.0,1.9
